Race_Ethc_Visa,Gender,HSGPA,SAT_Total,Entry_Term,Term.GPA,Persistence.NextYear,N.RegisteredCourse,N.Ws,N.DFs,N.As,N.PassedCourse,N.CourseTaken,Perc.PassedEnrolledCourse,Perc.Pass,Perc.Withd,N.GraduateCourse,FullTimeStudent
Hispanic,Male,89,1541,2141,0.62,0,2,0,1,0,1,2,0.5,0.5,0,0,0
White,Female,63,1107,2141,3.48,1,2,0,0,1,2,2,1,1,0,0,0
Multi,Male,80,1226,2131,2.2,1,4,0,0,1,4,4,1,1,0,1,1
Multi,Male,67,1222,2141,1.03,1,2,0,0,1,2,2,1,1,0,0,0
Afram,Male,62,971,2141,3.63,1,4,0,1,0,3,4,0.75,0.75,0,2,1
Hispanic,Female,96,1417,2141,2.23,1,4,0,0,1,4,4,1,1,0,0,1
Afram,Male,63,1241,2141,0.52,1,7,0,4,1,3,7,0.428571429,0.428571429,0,2,1
Multi,Female,66,1234,2141,1.55,1,4,0,3,0,1,4,0.25,0.25,0,1,1
Afram,Female,93,1264,2141,3.5,1,5,0,2,2,3,5,0.6,0.6,0,1,1
White,Male,77,1350,2141,1.31,1,1,1,0,0,0,0,0,NA,1,0,0
Hispanic,Male,65,1596,2141,1.67,1,5,1,0,0,4,4,0.8,1,0.2,0,1
Afram,Male,97,939,2141,0.6,1,3,0,1,1,2,3,0.666666667,0.666666667,0,1,1
Hispanic,Female,62,948,2141,1.3,1,2,1,0,0,1,1,0.5,1,0.5,0,0
Asian,Female,67,1241,2131,0.64,0,4,1,0,2,3,3,0.75,1,0.25,1,1
White,Female,65,975,2141,1.1,1,6,2,0,1,4,4,0.666666667,1,0.333333333,2,1
White,Male,81,1096,2141,2.09,1,4,2,1,0,1,2,0.25,0.5,0.5,0,0
Afram,Male,83,916,2141,1.69,1,3,0,1,1,2,3,0.666666667,0.666666667,0,0,1
Afram,Male,65,1153,2141,0.84,0,2,0,1,0,1,2,0.5,0.5,0,0,0
Afram,Female,93,1397,2141,1.12,1,4,0,2,1,2,4,0.5,0.5,0,1,1
Afram,Male,90,1574,2141,0.84,0,5,0,1,1,4,5,0.8,0.8,0,0,1
Asian,Male,59,1536,2141,1.59,1,4,1,1,1,2,3,0.5,0.666666667,0.25,0,1
Afram,Male,59,1506,2141,1.37,1,3,1,2,0,0,2,0,0,0.333333333,0,0
Multi,Male,58,1036,2141,1.11,1,4,0,0,2,4,4,1,1,0,0,1
White,Female,73,1043,2141,2.1,1,4,0,3,0,1,4,0.25,0.25,0,2,1
Afram,Female,91,1086,2141,0.93,1,7,4,2,1,1,3,0.142857143,0.333333333,0.571428571,3,1
Afram,Female,72,1358,2141,1.44,1,1,0,0,0,1,1,1,1,0,0,0
Multi,Female,99,1082,2141,2.27,1,2,1,0,1,1,1,0.5,1,0.5,0,0
White,Male,79,1385,2141,2.55,1,3,0,0,1,3,3,1,1,0,0,1
Hispanic,Male,68,1169,2141,3.84,1,5,1,2,0,2,4,0.4,0.5,0.2,1,1
White,Male,96,1578,2141,2.03,1,2,1,0,0,1,1,0.5,1,0.5,0,0
Afram,Male,90,1358,2141,2.16,1,5,1,1,1,3,4,0.6,0.75,0.2,2,1
Hispanic,Female,91,1371,2141,1.54,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,1,0
Hispanic,Female,84,1262,2141,1.31,1,4,0,2,0,2,4,0.5,0.5,0,0,1
Asian,Male,94,999,2141,1.7,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Multi,Male,72,1223,2131,0.97,1,4,1,0,1,3,3,0.75,1,0.25,0,1
White,Male,96,1010,2141,3.46,1,5,0,3,0,2,5,0.4,0.4,0,1,1
Hispanic,Male,55,1196,2141,3.63,1,4,0,3,1,1,4,0.25,0.25,0,1,1
Hispanic,Male,74,1205,2141,0.89,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
White,Female,96,1287,2141,2.11,1,2,0,0,0,2,2,1,1,0,0,0
White,Male,93,1240,2141,1.99,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Hispanic,Male,61,1366,2141,3.2,1,3,0,3,0,0,3,0,0,0,0,1
Multi,Female,79,967,2141,3.22,1,6,1,3,1,2,5,0.333333333,0.4,0.166666667,0,1
Hispanic,Male,73,1184,2141,3.26,1,4,1,1,1,2,3,0.5,0.666666667,0.25,0,1
Afram,Male,72,1090,2141,3.15,1,3,1,0,0,2,2,0.666666667,1,0.333333333,0,0
Multi,Female,56,1490,2141,3.9,1,3,0,2,1,1,3,0.333333333,0.333333333,0,0,1
Afram,Female,100,1574,2131,1.95,1,3,2,0,1,1,1,0.333333333,1,0.666666667,0,0
Afram,Male,98,1300,2141,1.53,1,5,1,1,0,3,4,0.6,0.75,0.2,0,1
Multi,Male,68,1553,2141,2.59,1,1,0,0,0,1,1,1,1,0,0,0
Asian,Male,53,1329,2141,0.86,0,4,0,1,2,3,4,0.75,0.75,0,0,1
White,Female,73,1439,2141,3.43,1,3,1,2,0,0,2,0,0,0.333333333,0,0
White,Female,95,1383,2141,3.32,1,3,3,0,0,0,0,0,NA,1,0,0
White,Female,93,1219,2141,1.14,1,2,0,2,0,0,2,0,0,0,0,0
Afram,Male,79,992,2141,0.76,0,9,0,5,4,4,9,0.444444444,0.444444444,0,1,1
White,Male,72,1107,2141,3.11,1,3,1,0,0,2,2,0.666666667,1,0.333333333,0,0
Afram,Male,72,1527,2141,1.35,1,3,1,0,2,2,2,0.666666667,1,0.333333333,0,0
White,Male,73,1093,2141,3.14,1,4,0,1,1,3,4,0.75,0.75,0,0,1
Asian,Female,73,1256,2141,2.84,1,4,1,0,1,3,3,0.75,1,0.25,2,1
Asian,Female,80,1475,2141,2.13,1,4,1,1,1,2,3,0.5,0.666666667,0.25,1,1
Asian,Female,91,1468,2141,2.48,1,2,0,0,0,2,2,1,1,0,0,0
Afram,Male,80,1046,2141,2.27,1,5,3,0,0,2,2,0.4,1,0.6,2,0
Afram,Female,63,1140,2141,3.74,1,3,0,0,2,3,3,1,1,0,0,1
Multi,Female,81,1023,2141,0.71,0,6,1,3,1,2,5,0.333333333,0.4,0.166666667,1,1
Afram,Female,77,1311,2141,0.75,0,3,0,2,1,1,3,0.333333333,0.333333333,0,1,1
Multi,Female,75,1493,2141,1.7,1,3,0,0,2,3,3,1,1,0,1,1
Multi,Male,74,1223,2141,0.59,1,4,0,1,2,3,4,0.75,0.75,0,1,1
Hispanic,Female,61,1411,2141,3.78,1,1,0,0,0,1,1,1,1,0,1,0
Multi,Female,78,1069,2131,3.66,1,1,0,0,1,1,1,1,1,0,0,0
Asian,Female,76,1324,2141,1.56,1,2,0,1,1,1,2,0.5,0.5,0,0,0
Afram,Male,68,1499,2141,1.15,1,6,1,2,0,3,5,0.5,0.6,0.166666667,1,1
Multi,Female,83,986,2141,3.9,1,1,0,1,0,0,1,0,0,0,0,0
Hispanic,Male,79,1558,2141,2.22,1,5,1,1,1,3,4,0.6,0.75,0.2,0,1
Asian,Female,77,1313,2141,0.5,0,5,0,2,2,3,5,0.6,0.6,0,2,1
Afram,Male,58,1104,2141,1.47,1,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
Afram,Male,87,910,2141,3.86,1,2,0,2,0,0,2,0,0,0,0,0
White,Male,70,1524,2141,1.01,1,2,1,1,0,0,1,0,0,0.5,0,0
Afram,Female,70,948,2141,2.74,1,4,0,1,1,3,4,0.75,0.75,0,0,1
White,Male,85,904,2141,1.2,1,3,2,0,1,1,1,0.333333333,1,0.666666667,0,0
Asian,Male,83,1490,2131,3.86,1,4,1,0,2,3,3,0.75,1,0.25,0,1
White,Female,71,1472,2141,0.51,1,3,0,2,1,1,3,0.333333333,0.333333333,0,1,1
Afram,Male,87,1499,2141,3.71,1,1,0,0,1,1,1,1,1,0,0,0
Hispanic,Female,98,1397,2141,3.4,1,1,0,0,0,1,1,1,1,0,0,0
Asian,Male,76,1346,2141,3.48,1,3,0,2,1,1,3,0.333333333,0.333333333,0,0,1
White,Male,100,1460,2141,1.37,1,5,1,3,0,1,4,0.2,0.25,0.2,2,1
Asian,Male,68,1203,2141,0.53,0,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
Afram,Female,60,1100,2141,3.34,1,6,1,2,1,3,5,0.5,0.6,0.166666667,1,1
White,Female,93,1336,2141,0.67,1,4,1,0,0,3,3,0.75,1,0.25,1,1
Afram,Male,90,1544,2141,1.25,1,3,1,2,0,0,2,0,0,0.333333333,0,0
Multi,Female,72,1126,2141,0.7,0,2,0,2,0,0,2,0,0,0,1,0
Hispanic,Female,73,1419,2131,1.7,1,1,0,0,1,1,1,1,1,0,0,0
White,Male,69,1296,2141,3.51,1,4,1,1,0,2,3,0.5,0.666666667,0.25,2,1
Multi,Female,95,1286,2141,1.35,1,2,0,1,0,1,2,0.5,0.5,0,1,0
Multi,Female,81,995,2141,3.9,1,4,0,4,0,0,4,0,0,0,0,1
Hispanic,Male,57,1421,2141,3.56,1,2,1,0,0,1,1,0.5,1,0.5,2,0
Asian,Female,57,1048,2141,3.47,1,1,0,1,0,0,1,0,0,0,1,0
Hispanic,Male,92,1377,2141,1.07,1,9,1,1,1,7,8,0.777777778,0.875,0.111111111,2,1
Multi,Female,73,1376,2141,3.52,1,4,1,1,0,2,3,0.5,0.666666667,0.25,0,1
Hispanic,Female,65,1087,2141,3.47,1,2,2,0,0,0,0,0,NA,1,1,0
Afram,Female,97,1150,2141,1.79,1,4,0,1,0,3,4,0.75,0.75,0,1,1
Asian,Male,72,1582,2141,1.92,1,1,0,1,0,0,1,0,0,0,0,0
Afram,Female,89,1552,2131,1.06,1,3,0,0,1,3,3,1,1,0,0,1
Afram,Female,73,1183,2131,0.99,1,2,1,0,1,1,1,0.5,1,0.5,0,0
Hispanic,Male,95,1063,2141,1.67,1,3,0,1,1,2,3,0.666666667,0.666666667,0,0,1
Hispanic,Female,69,1418,2141,3.36,1,3,1,0,0,2,2,0.666666667,1,0.333333333,0,0
Afram,Male,88,1481,2141,2.74,1,2,0,1,0,1,2,0.5,0.5,0,1,0
White,Male,92,1574,2141,1.9,1,7,2,1,3,4,5,0.571428571,0.8,0.285714286,1,1
White,Male,79,939,2141,3.48,1,1,0,0,1,1,1,1,1,0,1,0
Multi,Male,85,1141,2141,0.87,0,3,0,2,1,1,3,0.333333333,0.333333333,0,0,1
Multi,Female,72,1405,2141,2.41,1,5,1,1,0,3,4,0.6,0.75,0.2,1,1
Hispanic,Female,68,1267,2141,2.9,1,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
Asian,Female,58,967,2141,0.94,1,5,1,1,1,3,4,0.6,0.75,0.2,0,1
White,Male,79,1173,2141,2.47,1,1,1,0,0,0,0,0,NA,1,0,0
Multi,Male,80,1084,2131,2.12,1,4,2,0,2,2,2,0.5,1,0.5,1,0
White,Male,91,1011,2141,0.98,1,5,0,3,0,2,5,0.4,0.4,0,1,1
Afram,Female,64,1167,2141,0.69,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Multi,Male,93,1360,2141,3.78,1,4,0,3,0,1,4,0.25,0.25,0,1,1
Afram,Male,81,932,2141,3,1,2,0,1,1,1,2,0.5,0.5,0,0,0
Asian,Female,68,1440,2141,2.46,1,5,0,3,1,2,5,0.4,0.4,0,1,1
Multi,Male,84,1033,2141,3.82,1,2,1,0,0,1,1,0.5,1,0.5,0,0
Hispanic,Male,60,1062,2141,3.55,1,4,0,1,1,3,4,0.75,0.75,0,1,1
Asian,Female,64,1136,2141,3.35,1,1,1,0,0,0,0,0,NA,1,0,0
Asian,Male,80,1598,2141,1.46,1,1,0,1,0,0,1,0,0,0,0,0
White,Male,99,1222,2141,1.8,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Asian,Female,69,1348,2131,3.55,1,3,0,0,2,3,3,1,1,0,1,1
Afram,Female,71,1006,2141,3.83,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Asian,Female,68,1253,2141,3.38,1,5,0,3,0,2,5,0.4,0.4,0,1,1
Multi,Male,88,1174,2141,2.55,1,6,0,1,4,5,6,0.833333333,0.833333333,0,3,1
Afram,Male,97,1206,2141,1.03,1,2,0,2,0,0,2,0,0,0,0,0
Afram,Male,86,1245,2141,0.56,1,3,0,0,0,3,3,1,1,0,0,1
White,Female,88,1115,2141,2.88,1,3,0,1,1,2,3,0.666666667,0.666666667,0,0,1
Multi,Female,63,1403,2141,2.33,1,3,1,2,0,0,2,0,0,0.333333333,2,0
White,Male,97,1144,2141,2.41,1,3,0,0,1,3,3,1,1,0,0,1
Multi,Female,70,936,2141,1.94,1,1,0,0,0,1,1,1,1,0,0,0
Multi,Male,58,1334,2141,3.62,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Hispanic,Male,84,1368,2131,3.15,1,6,1,2,1,3,5,0.5,0.6,0.166666667,1,1
White,Female,80,1472,2141,0.95,1,5,2,0,1,3,3,0.6,1,0.4,0,1
Hispanic,Male,88,1513,2141,2.13,1,4,2,1,0,1,2,0.25,0.5,0.5,2,0
Hispanic,Male,84,1497,2141,2.73,1,7,0,3,0,4,7,0.571428571,0.571428571,0,3,1
Afram,Female,74,1468,2141,1,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Hispanic,Female,99,1309,2141,3.62,1,4,0,2,0,2,4,0.5,0.5,0,2,1
Hispanic,Female,97,1515,2141,3.48,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Multi,Male,67,1041,2141,2.29,1,4,0,2,1,2,4,0.5,0.5,0,0,1
Multi,Female,84,1130,2141,0.87,0,1,0,1,0,0,1,0,0,0,0,0
Hispanic,Female,60,1596,2141,0.56,0,3,0,1,1,2,3,0.666666667,0.666666667,0,0,1
Asian,Female,81,1177,2141,0.96,1,1,1,0,0,0,0,0,NA,1,0,0
Asian,Male,95,1027,2131,2.86,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Asian,Male,69,1098,2141,1.59,1,3,2,1,0,0,1,0,0,0.666666667,0,0
White,Male,72,1496,2141,2.05,1,2,0,0,0,2,2,1,1,0,1,0
Asian,Female,84,1445,2141,1.47,1,2,1,0,0,1,1,0.5,1,0.5,0,0
White,Female,98,984,2141,2.69,1,6,1,1,0,4,5,0.666666667,0.8,0.166666667,2,1
Afram,Female,67,1275,2141,0.65,0,5,1,0,0,4,4,0.8,1,0.2,1,1
Multi,Male,64,976,2141,0.88,1,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
Multi,Male,71,1103,2141,3.17,1,5,1,0,1,4,4,0.8,1,0.2,1,1
Hispanic,Female,74,1144,2141,0.54,0,2,0,0,0,2,2,1,1,0,0,0
Asian,Male,73,1152,2141,3.9,1,2,1,0,1,1,1,0.5,1,0.5,0,0
Asian,Female,87,1522,2141,2.51,1,3,0,2,1,1,3,0.333333333,0.333333333,0,1,1
Multi,Male,65,1312,2131,2.33,1,3,0,1,0,2,3,0.666666667,0.666666667,0,0,1
Multi,Male,89,1345,2141,3.14,1,2,1,1,0,0,1,0,0,0.5,0,0
Hispanic,Female,72,1389,2141,1.36,1,4,0,1,1,3,4,0.75,0.75,0,1,1
Hispanic,Male,88,1283,2141,0.56,1,4,1,0,0,3,3,0.75,1,0.25,1,1
Hispanic,Female,74,1315,2141,2.89,1,3,0,1,1,2,3,0.666666667,0.666666667,0,0,1
White,Female,95,1459,2141,3.82,1,4,0,1,0,3,4,0.75,0.75,0,2,1
Multi,Male,61,1442,2141,3.93,1,1,0,0,1,1,1,1,1,0,0,0
Multi,Female,78,1411,2141,1.06,1,4,0,1,2,3,4,0.75,0.75,0,0,1
Afram,Male,72,1275,2141,3.91,1,2,1,0,1,1,1,0.5,1,0.5,0,0
White,Male,77,979,2141,2.16,1,3,0,2,1,1,3,0.333333333,0.333333333,0,1,1
White,Female,90,1439,2141,2.51,1,3,1,1,1,1,2,0.333333333,0.5,0.333333333,2,0
Hispanic,Male,83,1177,2131,0.83,0,4,1,0,2,3,3,0.75,1,0.25,3,1
Asian,Female,99,1054,2141,2.1,1,3,2,0,1,1,1,0.333333333,1,0.666666667,0,0
Hispanic,Male,91,1509,2141,3.16,1,1,0,1,0,0,1,0,0,0,0,0
Multi,Female,75,1177,2141,0.93,1,6,1,2,1,3,5,0.5,0.6,0.166666667,1,1
Afram,Male,81,1169,2141,0.75,0,7,1,3,0,3,6,0.428571429,0.5,0.142857143,0,1
Afram,Female,79,1256,2141,2.03,1,5,0,3,1,2,5,0.4,0.4,0,0,1
Hispanic,Female,77,1401,2141,0.6,0,2,1,0,0,1,1,0.5,1,0.5,0,0
Hispanic,Female,80,1382,2141,3.51,1,4,2,2,0,0,2,0,0,0.5,0,0
Afram,Female,93,1362,2141,1.81,1,6,2,2,0,2,4,0.333333333,0.5,0.333333333,3,1
Asian,Male,61,1213,2141,3.09,1,3,0,1,1,2,3,0.666666667,0.666666667,0,0,1
White,Male,71,1030,2141,2.77,1,2,0,0,0,2,2,1,1,0,1,0
White,Male,92,1118,2131,2.1,1,7,1,3,3,3,6,0.428571429,0.5,0.142857143,1,1
Hispanic,Male,71,1259,2141,2.27,1,6,0,4,0,2,6,0.333333333,0.333333333,0,1,1
Multi,Female,58,1355,2141,3.74,1,4,0,1,1,3,4,0.75,0.75,0,1,1
Afram,Male,86,1329,2141,0.57,1,6,3,2,0,1,3,0.166666667,0.333333333,0.5,1,1
Asian,Male,85,1541,2141,1.5,1,4,1,2,1,1,3,0.25,0.333333333,0.25,0,1
White,Female,55,1339,2141,0.76,0,5,0,1,2,4,5,0.8,0.8,0,2,1
Multi,Female,83,950,2141,0.85,0,4,1,1,0,2,3,0.5,0.666666667,0.25,1,1
Asian,Male,59,1237,2141,0.53,0,4,1,1,1,2,3,0.5,0.666666667,0.25,0,1
White,Female,88,1123,2141,2.75,1,3,0,1,2,2,3,0.666666667,0.666666667,0,0,1
Asian,Male,69,994,2141,2.47,1,4,1,2,1,1,3,0.25,0.333333333,0.25,0,1
Asian,Female,80,1055,2141,2.39,1,3,0,0,1,3,3,1,1,0,2,1
Afram,Female,97,1205,2131,3.94,1,5,0,3,1,2,5,0.4,0.4,0,1,1
Hispanic,Male,83,1296,2141,3.49,1,4,0,0,1,4,4,1,1,0,1,1
Hispanic,Female,71,1318,2141,0.52,1,6,1,2,0,3,5,0.5,0.6,0.166666667,3,1
White,Male,70,1171,2141,3.34,1,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
Afram,Male,72,1209,2141,1.23,1,5,1,1,2,3,4,0.6,0.75,0.2,1,1
Multi,Female,77,1362,2141,3.1,1,3,0,0,2,3,3,1,1,0,1,1
Hispanic,Female,53,1120,2141,0.68,0,4,1,0,0,3,3,0.75,1,0.25,2,1
Hispanic,Male,76,1179,2141,2.63,1,2,0,2,0,0,2,0,0,0,1,0
Multi,Male,56,1560,2141,3.03,1,4,1,0,1,3,3,0.75,1,0.25,1,1
White,Female,93,1228,2141,1.88,1,2,0,0,1,2,2,1,1,0,0,0
Afram,Male,100,1520,2141,3.65,1,6,1,1,1,4,5,0.666666667,0.8,0.166666667,0,1
Hispanic,Female,99,1415,2131,1.41,1,6,3,1,0,2,3,0.333333333,0.666666667,0.5,2,1
White,Female,72,953,2141,1.43,1,1,0,1,0,0,1,0,0,0,0,0
White,Male,77,1033,2141,0.85,0,2,0,0,1,2,2,1,1,0,0,0
Afram,Male,74,1241,2141,2.83,1,3,0,1,0,2,3,0.666666667,0.666666667,0,0,1
White,Female,61,1462,2141,3.91,1,4,2,1,0,1,2,0.25,0.5,0.5,1,0
Hispanic,Female,65,1105,2141,1.17,1,4,1,2,0,1,3,0.25,0.333333333,0.25,1,1
Asian,Male,87,1372,2141,2.56,1,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
White,Female,88,1417,2141,1.83,1,5,1,2,0,2,4,0.4,0.5,0.2,1,1
White,Female,85,1536,2141,0.5,0,2,0,0,1,2,2,1,1,0,0,0
White,Male,63,946,2141,3.61,1,2,1,1,0,0,1,0,0,0.5,0,0
Hispanic,Male,72,969,2141,3.28,1,2,0,1,1,1,2,0.5,0.5,0,1,0
White,Male,73,1031,2131,1.24,1,4,1,0,3,3,3,0.75,1,0.25,0,1
Hispanic,Male,79,1240,2131,2.43,1,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
Hispanic,Female,73,1097,2141,2.07,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,1,0
White,Male,97,1350,2141,2.34,1,5,1,4,0,0,4,0,0,0.2,2,1
White,Male,60,975,2141,0.88,1,4,0,0,1,4,4,1,1,0,1,1
White,Male,78,1426,2141,1.2,1,6,0,2,1,4,6,0.666666667,0.666666667,0,1,1
White,Male,84,1062,2141,1.02,1,5,1,3,0,1,4,0.2,0.25,0.2,1,1
Multi,Male,72,1388,2141,2.01,1,1,0,1,0,0,1,0,0,0,0,0
Multi,Female,63,1277,2141,2.23,1,4,0,4,0,0,4,0,0,0,1,1
Hispanic,Female,66,1436,2141,2.5,1,2,0,2,0,0,2,0,0,0,0,0
Asian,Male,60,1448,2141,3.67,1,1,1,0,0,0,0,0,NA,1,0,0
Multi,Male,70,1399,2141,1.08,1,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
Multi,Female,71,1166,2131,3.68,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Asian,Female,74,1331,2141,1.89,1,8,2,3,2,3,6,0.375,0.5,0.25,1,1
Hispanic,Female,98,1217,2141,2.54,1,6,1,3,0,2,5,0.333333333,0.4,0.166666667,1,1
White,Male,78,913,2141,0.93,1,5,0,2,2,3,5,0.6,0.6,0,1,1
Asian,Male,61,1338,2141,0.74,0,2,1,0,0,1,1,0.5,1,0.5,1,0
Multi,Female,65,1463,2141,3.89,1,3,0,0,1,3,3,1,1,0,0,1
Asian,Male,62,1353,2141,3.14,1,4,0,2,1,2,4,0.5,0.5,0,1,1
Afram,Male,94,1476,2141,1.55,1,2,2,0,0,0,0,0,NA,1,0,0
Asian,Female,55,962,2141,3.56,1,3,1,1,1,1,2,0.333333333,0.5,0.333333333,1,0
Multi,Male,59,1197,2141,0.72,1,2,1,1,0,0,1,0,0,0.5,0,0
Afram,Female,85,1083,2141,3.17,1,1,0,0,0,1,1,1,1,0,0,0
Asian,Male,72,1174,2131,2.89,1,2,0,1,0,1,2,0.5,0.5,0,1,0
Multi,Female,94,1538,2141,3.64,1,4,2,1,0,1,2,0.25,0.5,0.5,1,0
Asian,Male,57,1525,2141,2.23,1,5,1,3,0,1,4,0.2,0.25,0.2,0,1
Hispanic,Female,98,1048,2141,1.43,1,2,0,0,1,2,2,1,1,0,0,0
Afram,Male,84,1051,2141,1.01,1,5,0,2,1,3,5,0.6,0.6,0,1,1
Multi,Female,88,1322,2141,3.59,1,1,0,1,0,0,1,0,0,0,0,0
Asian,Female,98,926,2141,3.63,1,2,0,0,0,2,2,1,1,0,0,0
Afram,Female,69,1177,2141,1.58,1,4,0,1,1,3,4,0.75,0.75,0,1,1
Afram,Female,67,1065,2141,3.65,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Asian,Female,92,1409,2141,1.42,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Hispanic,Male,83,1583,2141,0.63,0,2,0,1,0,1,2,0.5,0.5,0,0,0
Asian,Male,100,1588,2131,0.53,1,5,1,0,3,4,4,0.8,1,0.2,1,1
Hispanic,Male,87,1455,2141,1.17,1,4,1,2,1,1,3,0.25,0.333333333,0.25,0,1
White,Male,73,1015,2141,2.99,1,7,4,2,0,1,3,0.142857143,0.333333333,0.571428571,1,1
Multi,Male,89,1387,2141,1.19,1,4,1,1,1,2,3,0.5,0.666666667,0.25,2,1
Multi,Female,66,1576,2141,2.47,1,6,1,2,2,3,5,0.5,0.6,0.166666667,3,1
White,Female,68,998,2141,3.54,1,3,0,0,2,3,3,1,1,0,0,1
Asian,Female,99,1539,2141,3.87,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Asian,Male,69,913,2141,2.81,1,2,0,0,0,2,2,1,1,0,0,0
Multi,Male,87,1062,2141,3.21,1,3,1,0,2,2,2,0.666666667,1,0.333333333,1,0
Afram,Female,76,1059,2141,0.69,1,2,0,2,0,0,2,0,0,0,0,0
White,Female,66,977,2141,2.48,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,1,0
Hispanic,Male,90,1066,2131,3.33,1,8,2,1,1,5,6,0.625,0.833333333,0.25,1,1
Multi,Female,86,1535,2141,3.34,1,6,2,1,2,3,4,0.5,0.75,0.333333333,0,1
Afram,Female,69,1037,2141,0.64,1,1,0,1,0,0,1,0,0,0,0,0
Asian,Male,63,1501,2141,3.77,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,1,0
Afram,Female,71,1272,2141,3.9,1,4,0,4,0,0,4,0,0,0,0,1
Multi,Female,69,1407,2141,0.76,0,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
Hispanic,Male,67,1072,2141,3.94,1,4,0,1,2,3,4,0.75,0.75,0,0,1
Multi,Female,81,1262,2141,2.9,1,6,1,1,2,4,5,0.666666667,0.8,0.166666667,2,1
White,Male,68,953,2141,0.9,1,1,1,0,0,0,0,0,NA,1,0,0
White,Male,67,1195,2141,3.16,1,3,0,0,0,3,3,1,1,0,1,1
Asian,Male,64,1502,2141,3.7,1,5,1,1,1,3,4,0.6,0.75,0.2,0,1
White,Male,71,1048,2131,3.43,1,2,0,0,1,2,2,1,1,0,0,0
Afram,Female,66,952,2141,3.88,1,4,0,4,0,0,4,0,0,0,0,1
Multi,Female,65,1188,2141,3.81,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Multi,Female,77,1236,2141,1.45,1,5,0,1,2,4,5,0.8,0.8,0,1,1
White,Female,67,995,2141,3.7,1,5,1,1,1,3,4,0.6,0.75,0.2,1,1
Asian,Female,83,1266,2141,1.08,1,5,2,2,0,1,3,0.2,0.333333333,0.4,1,1
Multi,Male,85,1518,2141,1.35,1,2,0,1,0,1,2,0.5,0.5,0,0,0
White,Female,86,1484,2141,2.4,1,1,1,0,0,0,0,0,NA,1,0,0
White,Female,78,1223,2141,2.6,1,5,1,2,2,2,4,0.4,0.5,0.2,0,1
White,Male,74,998,2141,3.51,1,1,0,1,0,0,1,0,0,0,0,0
Multi,Female,94,1349,2141,1.97,1,1,0,0,0,1,1,1,1,0,0,0
White,Female,99,1106,2131,2.59,1,2,1,1,0,0,1,0,0,0.5,1,0
Afram,Female,70,1445,2141,2.04,1,1,0,0,0,1,1,1,1,0,0,0
Hispanic,Female,68,914,2141,3.9,1,3,0,0,0,3,3,1,1,0,0,1
Afram,Male,63,1497,2141,1.07,1,1,1,0,0,0,0,0,NA,1,0,0
Hispanic,Female,94,1191,2141,2.61,1,4,0,2,2,2,4,0.5,0.5,0,1,1
Asian,Female,60,1568,2141,3.34,1,2,0,0,2,2,2,1,1,0,0,0
White,Female,68,920,2141,1.7,1,4,0,2,0,2,4,0.5,0.5,0,0,1
Afram,Female,57,1027,2141,2.35,1,1,0,1,0,0,1,0,0,0,0,0
White,Female,58,931,2141,3.31,0,8,1,2,2,5,7,0.625,0.714285714,0.125,1,1
Asian,Female,63,953,2141,0.93,0,3,1,1,0,1,2,0.333333333,0.5,0.333333333,1,0
Hispanic,Female,80,1570,2141,0.85,0,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
Multi,Female,66,1284,2131,2.37,1,4,2,2,0,0,2,0,0,0.5,1,0
White,Female,73,1566,2141,2.31,1,3,2,1,0,0,1,0,0,0.666666667,1,0
Asian,Male,62,1438,2141,1.32,0,4,1,1,0,2,3,0.5,0.666666667,0.25,0,1
Hispanic,Female,88,1514,2141,2.07,1,5,1,1,1,3,4,0.6,0.75,0.2,1,1
